user_id,review,rating,timestamp,cleaned_review,violation_flag,sentiment_score
d99996f5-3ee0-485b-8774-b9239d385151,Customer service is terrible. Avoid this.,2,2025-04-22,customer service is terrible avoid this,True,-1.0
cf3c267f-9c71-49e9-8357-3861819a4468,I love it! Super easy to use.,3,2025-05-05,i love it super easy to use,False,0.4222222222222222
35330736-dfc7-4367-826f-50c423b9b720,Good UX. Recommended.,4,2025-04-23,good ux recommended,False,0.7
7e5e537c-c404-427a-a98a-5f8bc7224e46,"Works fine, but lags sometimes.",4,2025-04-16,works fine but lags sometimes,False,0.4166666666666667
eaf6315c-861b-4fd9-83aa-cd1403ac7f87,Customer service is terrible. Avoid this.,1,2025-05-02,customer service is terrible avoid this,True,-1.0
7cc91c76-1ecc-44be-b755-6e65da492af7,This app is amazing!,1,2025-05-03,this app is amazing,False,0.6000000000000001
af609924-0670-4315-8023-1648826426ac,This app is amazing!,2,2025-05-05,this app is amazing,False,0.6000000000000001
5af2e983-1200-402b-8a29-1a749814b499,"Works fine, but lags sometimes.",3,2025-04-23,works fine but lags sometimes,False,0.4166666666666667
4ada3df3-ea89-42b7-b92c-2e99f58f4f70,Very buggy. Deleted my files!,1,2025-05-06,very buggy deleted my files,False,0.2
d7fa2973-829d-40e3-8ecd-9659e49a7895,"Works fine, but lags sometimes.",1,2025-04-24,works fine but lags sometimes,False,0.4166666666666667
d9741cfe-e0c5-4b9d-ae8b-934a3ab6c2cd,App is decent. Could use some improvements.,3,2025-04-21,app is decent could use some improvements,False,0.16666666666666666
2b907035-c25c-4571-bd46-36ef733f91b9,They stole my data. Don’t download this!,5,2025-05-10,they stole my data don’t download this,True,0.0
b1423537-6161-4e35-9827-576b0e120380,They stole my data. Don’t download this!,5,2025-05-10,they stole my data don’t download this,True,0.0
cec2cdef-e7ff-4892-a7dd-2c38834f3352,Very buggy. Deleted my files!,2,2025-04-25,very buggy deleted my files,False,0.2
b3898ef6-d7e9-4e32-91b1-3cc468fbf26d,Customer service is terrible. Avoid this.,1,2025-05-13,customer service is terrible avoid this,True,-1.0
fb8b06c3-3a60-4cfc-b87f-6c2140be5d5f,Customer service is terrible. Avoid this.,5,2025-05-08,customer service is terrible avoid this,True,-1.0
da4cc23c-a56b-4844-bd23-9f190c41e146,Very buggy. Deleted my files!,4,2025-05-13,very buggy deleted my files,False,0.2
dc8417b1-c771-4c6d-a9f6-5fb5a9e6feef,They stole my data. Don’t download this!,3,2025-05-04,they stole my data don’t download this,True,0.0
b9537c73-53ad-4999-bfa5-43e90e022976,Worst experience ever. App keeps crashing.,2,2025-04-30,worst experience ever app keeps crashing,False,-1.0
d8a17238-9f13-469d-aff3-36e856f2558a,Very buggy. Deleted my files!,3,2025-05-07,very buggy deleted my files,False,0.2
b76b8ff4-18a6-48bf-a088-154d0c81b467,App is decent. Could use some improvements.,4,2025-04-18,app is decent could use some improvements,False,0.16666666666666666
13da6eab-e665-4221-8e9e-87022f74cc81,App is decent. Could use some improvements.,1,2025-04-27,app is decent could use some improvements,False,0.16666666666666666
15513ce2-a2d8-4cea-a823-9d41bae25848,Very buggy. Deleted my files!,2,2025-04-26,very buggy deleted my files,False,0.2
9d0ce8e2-8095-43d5-9cac-5f01c29eb538,Customer service is terrible. Avoid this.,3,2025-05-03,customer service is terrible avoid this,True,-1.0
8265b104-d553-48d8-953b-1eac9446f4fb,App is decent. Could use some improvements.,2,2025-04-19,app is decent could use some improvements,False,0.16666666666666666
19146a48-0f11-4413-8355-d631c4e4d6b6,"Works fine, but lags sometimes.",5,2025-05-01,works fine but lags sometimes,False,0.4166666666666667
09cb3f5f-1e2e-472f-9e00-a11522a1176c,This is a scam. Took my money and didn’t work.,5,2025-05-09,this is a scam took my money and didn’t work,True,0.0
997b4f34-865c-47ad-860a-11cae72f778b,"Works fine, but lags sometimes.",2,2025-05-05,works fine but lags sometimes,False,0.4166666666666667
59279526-8ecf-4967-a9ec-af6dedc08e03,This app is amazing!,3,2025-04-16,this app is amazing,False,0.6000000000000001
459e6204-f3bc-47da-849a-49db08406400,Good UX. Recommended.,3,2025-05-07,good ux recommended,False,0.7
98ffce5f-9792-4183-affc-498419f53803,This app is amazing!,2,2025-04-27,this app is amazing,False,0.6000000000000001
1447cc64-20b4-4dad-9bbc-d56ff67ae135,I love it! Super easy to use.,3,2025-04-23,i love it super easy to use,False,0.4222222222222222
16a17904-356a-4d62-93b9-c370261f8fdf,App is decent. Could use some improvements.,1,2025-05-11,app is decent could use some improvements,False,0.16666666666666666
33dac98e-6a0c-4e6d-b8c3-08f91ab42de6,Customer service is terrible. Avoid this.,2,2025-05-10,customer service is terrible avoid this,True,-1.0
d8142459-ec45-45ba-b0b2-cf90640576b7,Customer service is terrible. Avoid this.,5,2025-04-18,customer service is terrible avoid this,True,-1.0
99562ca9-f015-4a12-8868-6f31406988bd,I love it! Super easy to use.,4,2025-04-24,i love it super easy to use,False,0.4222222222222222
1bf6fe49-61d4-48bc-871d-902f1eb6f7db,Good UX. Recommended.,5,2025-05-04,good ux recommended,False,0.7
aea9506d-97b2-458c-b1f5-80f5331a547d,This app is amazing!,3,2025-04-17,this app is amazing,False,0.6000000000000001
f1926b14-1340-41f0-854a-3df83aaba27b,Good UX. Recommended.,2,2025-05-04,good ux recommended,False,0.7
ce818450-12cf-473d-a83e-a27c417e1dd7,I love it! Super easy to use.,3,2025-05-14,i love it super easy to use,False,0.4222222222222222
49920ae8-1456-44a3-82fa-cf7a72b9d7e4,Good UX. Recommended.,2,2025-05-10,good ux recommended,False,0.7
d671f050-3f22-43d2-a84a-53b02eccb347,Very buggy. Deleted my files!,5,2025-05-12,very buggy deleted my files,False,0.2
5bfd6de5-2219-42ed-bd04-5d24736dc16f,I love it! Super easy to use.,4,2025-05-08,i love it super easy to use,False,0.4222222222222222
3973c236-48f8-4a32-88c0-e83594c3258c,This is a scam. Took my money and didn’t work.,4,2025-04-28,this is a scam took my money and didn’t work,True,0.0
caaa0144-fd67-4e66-aea6-5bfeef0cd5c6,I love it! Super easy to use.,2,2025-05-13,i love it super easy to use,False,0.4222222222222222
f8600218-1fd7-428e-a150-570158131569,I love it! Super easy to use.,3,2025-05-07,i love it super easy to use,False,0.4222222222222222
de15b366-c6d8-493a-a438-e987fa103d20,They stole my data. Don’t download this!,2,2025-05-03,they stole my data don’t download this,True,0.0
30024c13-dfae-4676-bdbf-a70bcd4ca38b,Worst experience ever. App keeps crashing.,4,2025-04-21,worst experience ever app keeps crashing,False,-1.0
b955a66a-2d4e-4de7-9b45-b1c8663988d8,This is a scam. Took my money and didn’t work.,5,2025-04-25,this is a scam took my money and didn’t work,True,0.0
9bdd32f7-5714-4ad9-9de6-b7c697c39469,Customer service is terrible. Avoid this.,5,2025-05-04,customer service is terrible avoid this,True,-1.0
ae55c6f3-bfa7-425b-bd84-6e253a1dbffc,I love it! Super easy to use.,1,2025-05-15,i love it super easy to use,False,0.4222222222222222
2212a208-8330-4d74-ae63-d9a700d7222f,Customer service is terrible. Avoid this.,3,2025-05-14,customer service is terrible avoid this,True,-1.0
23cc22aa-7edb-4d31-8e9c-3279b00f3b99,They stole my data. Don’t download this!,1,2025-05-10,they stole my data don’t download this,True,0.0
0bdc6953-494b-425a-b161-369327a45c1e,This is a scam. Took my money and didn’t work.,2,2025-04-18,this is a scam took my money and didn’t work,True,0.0
523b5a7f-170a-4624-8a45-9c5b54972f21,I love it! Super easy to use.,4,2025-05-01,i love it super easy to use,False,0.4222222222222222
3b7c2d1e-65b7-4507-8f1c-2a5b34327c84,"Works fine, but lags sometimes.",3,2025-05-05,works fine but lags sometimes,False,0.4166666666666667
3ac9f250-c9c1-42d8-8b7f-7942215863ae,"Works fine, but lags sometimes.",3,2025-05-02,works fine but lags sometimes,False,0.4166666666666667
42211c80-a3d3-4a29-a24b-8453a279c18a,Worst experience ever. App keeps crashing.,3,2025-05-08,worst experience ever app keeps crashing,False,-1.0
a48ed011-0477-4364-87c2-c9c12754e243,Good UX. Recommended.,1,2025-04-22,good ux recommended,False,0.7
f8960f22-da7c-4d13-aba5-f0e7cb6855b0,This is a scam. Took my money and didn’t work.,1,2025-05-01,this is a scam took my money and didn’t work,True,0.0
af64762f-ac4d-4ff2-9ef4-aaee161d81e8,I love it! Super easy to use.,1,2025-04-20,i love it super easy to use,False,0.4222222222222222
f4d2fca6-18ee-4589-a494-b5af51bb3046,I love it! Super easy to use.,1,2025-04-24,i love it super easy to use,False,0.4222222222222222
4e94e400-53f7-4c0a-95e1-b0eac46ebfa9,This is a scam. Took my money and didn’t work.,1,2025-04-24,this is a scam took my money and didn’t work,True,0.0
f4994ed3-4b33-465b-899c-3919c1dd67c2,"Works fine, but lags sometimes.",3,2025-05-12,works fine but lags sometimes,False,0.4166666666666667
f65c231b-655f-498b-aa32-d5b6a8f82738,I love it! Super easy to use.,1,2025-05-03,i love it super easy to use,False,0.4222222222222222
f770585e-a384-4ff7-96ca-87b523718b7e,Worst experience ever. App keeps crashing.,1,2025-04-19,worst experience ever app keeps crashing,False,-1.0
445df69d-c057-4596-a6f0-2c8662a2aabb,This is a scam. Took my money and didn’t work.,5,2025-05-13,this is a scam took my money and didn’t work,True,0.0
97eb7d4c-9dbc-4583-9583-d69051672832,I love it! Super easy to use.,1,2025-05-07,i love it super easy to use,False,0.4222222222222222
83bccc5d-4aed-4c23-a1b0-439d95c589cb,App is decent. Could use some improvements.,2,2025-05-07,app is decent could use some improvements,False,0.16666666666666666
62537247-a525-4a6c-a0c2-e65e503fcce0,Customer service is terrible. Avoid this.,1,2025-04-21,customer service is terrible avoid this,True,-1.0
4aaf5e7b-ab55-43ec-8fdc-880d6fd1ee58,Customer service is terrible. Avoid this.,4,2025-05-06,customer service is terrible avoid this,True,-1.0
97de6215-fe25-4bea-bd5b-18f887bf1fe4,They stole my data. Don’t download this!,5,2025-05-09,they stole my data don’t download this,True,0.0
5188ec13-f209-456d-9f97-bd6258436496,I love it! Super easy to use.,4,2025-04-24,i love it super easy to use,False,0.4222222222222222
50cc2350-6b05-4d20-9e4a-a5853d436636,Very buggy. Deleted my files!,1,2025-05-12,very buggy deleted my files,False,0.2
f6414699-91ac-4c7c-81b5-e336e51a3142,App is decent. Could use some improvements.,1,2025-04-29,app is decent could use some improvements,False,0.16666666666666666
ab9b46b0-7580-43a7-a474-39a4ec0b9715,This is a scam. Took my money and didn’t work.,2,2025-04-29,this is a scam took my money and didn’t work,True,0.0
5b0bf5f4-fdcd-45ae-b23b-f620a932936e,Good UX. Recommended.,1,2025-05-06,good ux recommended,False,0.7
c9f27de9-9a73-412e-b041-51d76b7123cc,Customer service is terrible. Avoid this.,2,2025-04-26,customer service is terrible avoid this,True,-1.0
1c0f38c6-bbb7-405e-b0d5-552e96532ce1,App is decent. Could use some improvements.,3,2025-05-14,app is decent could use some improvements,False,0.16666666666666666
2bdb9c31-0063-49ad-b029-0df4c7030e37,Very buggy. Deleted my files!,4,2025-04-24,very buggy deleted my files,False,0.2
0c3c2016-eea9-4515-ae2e-0f20bce946df,Very buggy. Deleted my files!,5,2025-05-05,very buggy deleted my files,False,0.2
05738aed-f942-41b3-9f7a-af8771a3c51c,"Works fine, but lags sometimes.",5,2025-04-25,works fine but lags sometimes,False,0.4166666666666667
7e360fa8-2dcf-4ba2-a7e1-0a0ffdc6ac17,App is decent. Could use some improvements.,3,2025-04-19,app is decent could use some improvements,False,0.16666666666666666
179e5f12-2574-4071-b8c7-5fe7650ee79a,Good UX. Recommended.,4,2025-05-05,good ux recommended,False,0.7
6c479b20-3c79-4a74-b025-3a7d5956c1db,They stole my data. Don’t download this!,1,2025-04-25,they stole my data don’t download this,True,0.0
77691822-764e-401e-9642-ae07ef93af69,I love it! Super easy to use.,5,2025-04-18,i love it super easy to use,False,0.4222222222222222
04619eb7-cf06-4473-956f-448a09c6dbbe,Customer service is terrible. Avoid this.,2,2025-05-09,customer service is terrible avoid this,True,-1.0
670c8b10-9791-4b06-bb67-4197769731c3,"Works fine, but lags sometimes.",4,2025-05-10,works fine but lags sometimes,False,0.4166666666666667
ded10b3a-a9c3-41aa-a738-d38413a05cc5,Customer service is terrible. Avoid this.,1,2025-04-19,customer service is terrible avoid this,True,-1.0
96a5c4ca-8aa2-4cc4-8a1d-12ea70aa28d0,Customer service is terrible. Avoid this.,1,2025-04-16,customer service is terrible avoid this,True,-1.0
4ec74501-bdfe-41a6-aaed-3d8bbe9c32ea,App is decent. Could use some improvements.,2,2025-04-27,app is decent could use some improvements,False,0.16666666666666666
cfcbe49e-d1b2-4d63-9873-0f0bcbfac9aa,Customer service is terrible. Avoid this.,5,2025-05-02,customer service is terrible avoid this,True,-1.0
a48a422a-185e-4915-abbb-6f008b7df26a,"Works fine, but lags sometimes.",2,2025-05-07,works fine but lags sometimes,False,0.4166666666666667
f67105fc-e3a1-4696-804d-f0947464c616,Good UX. Recommended.,2,2025-05-13,good ux recommended,False,0.7
0ed3a9f6-c816-4d00-8077-03dcc91982a9,App is decent. Could use some improvements.,3,2025-05-07,app is decent could use some improvements,False,0.16666666666666666
e62d2750-dc31-47ad-a135-b47d9334a01f,I love it! Super easy to use.,3,2025-04-28,i love it super easy to use,False,0.4222222222222222
9e298a5f-ddf9-4327-949f-5fcee52f02f8,Customer service is terrible. Avoid this.,3,2025-04-25,customer service is terrible avoid this,True,-1.0
f78d28e6-8f66-4d70-b399-c096194c7e33,Worst experience ever. App keeps crashing.,2,2025-05-09,worst experience ever app keeps crashing,False,-1.0
e5a662a9-052a-4f19-888f-ee0715e96bac,Customer service is terrible. Avoid this.,4,2025-04-28,customer service is terrible avoid this,True,-1.0
87ee3884-ec0d-4c60-a8ec-e0f0b0be1def,I love it! Super easy to use.,4,2025-04-28,i love it super easy to use,False,0.4222222222222222
759ec1fe-2938-4496-afc8-03504d2f0472,This is a scam. Took my money and didn’t work.,2,2025-04-16,this is a scam took my money and didn’t work,True,0.0
3a974c98-28ae-4899-99cd-918e9a67d01b,Good UX. Recommended.,4,2025-04-17,good ux recommended,False,0.7
a776a363-4ca7-4ecc-a74b-d96fc45bfd8e,Very buggy. Deleted my files!,1,2025-05-02,very buggy deleted my files,False,0.2
81fa6412-c135-4e9b-8d2b-51b19251a642,They stole my data. Don’t download this!,5,2025-04-24,they stole my data don’t download this,True,0.0
7306a9aa-c14c-48d9-891e-38881beb49a7,They stole my data. Don’t download this!,2,2025-05-10,they stole my data don’t download this,True,0.0
a9858398-7baf-4efc-843d-ce14d0f91f99,Good UX. Recommended.,1,2025-05-10,good ux recommended,False,0.7
398b6615-412e-454d-97f0-60b3de7e8a16,Worst experience ever. App keeps crashing.,2,2025-04-21,worst experience ever app keeps crashing,False,-1.0
0f66dd22-62e7-49c7-a430-c130f45afbc8,I love it! Super easy to use.,3,2025-05-08,i love it super easy to use,False,0.4222222222222222
d30782c9-7a64-4774-894d-a22cc7b63001,I love it! Super easy to use.,5,2025-05-02,i love it super easy to use,False,0.4222222222222222
d4bb8a97-34e1-40de-a222-fd7f20bb5cd9,"Works fine, but lags sometimes.",2,2025-04-22,works fine but lags sometimes,False,0.4166666666666667
3f81253e-5f15-4921-87aa-43f69970dcbc,Worst experience ever. App keeps crashing.,3,2025-05-12,worst experience ever app keeps crashing,False,-1.0
e8d7cbd9-3100-4071-86df-6bf427bfa8af,App is decent. Could use some improvements.,4,2025-05-07,app is decent could use some improvements,False,0.16666666666666666
a91a1e06-e34a-4522-b637-5a67bc1422ca,I love it! Super easy to use.,2,2025-05-04,i love it super easy to use,False,0.4222222222222222
f0babfa3-d098-4663-9b7e-dd07317d72e7,They stole my data. Don’t download this!,3,2025-05-15,they stole my data don’t download this,True,0.0
9754388a-46a5-468c-9484-86bde8426616,Worst experience ever. App keeps crashing.,1,2025-05-12,worst experience ever app keeps crashing,False,-1.0
d8f4cdc7-9dab-4b0a-84c2-a36b16e9e502,This app is amazing!,2,2025-05-07,this app is amazing,False,0.6000000000000001
1a3e7d3b-3f85-4a60-a2ff-ad67b74cf192,Customer service is terrible. Avoid this.,3,2025-04-16,customer service is terrible avoid this,True,-1.0
c677654f-5832-4085-ac2e-84ccf0298abb,Customer service is terrible. Avoid this.,1,2025-04-18,customer service is terrible avoid this,True,-1.0
ddc188c8-8593-43f5-9e5c-6394b8aee766,App is decent. Could use some improvements.,2,2025-04-21,app is decent could use some improvements,False,0.16666666666666666
ac9d4183-f8e2-4359-803c-f018723eb228,They stole my data. Don’t download this!,1,2025-05-13,they stole my data don’t download this,True,0.0
097a70fe-656b-4f78-9f6a-949679a386f6,Customer service is terrible. Avoid this.,4,2025-04-19,customer service is terrible avoid this,True,-1.0
66c52c23-4ab1-4533-9c16-0b63247c1b8e,This app is amazing!,2,2025-05-13,this app is amazing,False,0.6000000000000001
a215e5b4-e89b-4817-be06-695b4c852322,"Works fine, but lags sometimes.",2,2025-04-22,works fine but lags sometimes,False,0.4166666666666667
71ad9fc1-ba66-4f38-a462-480ea3710f77,Worst experience ever. App keeps crashing.,5,2025-04-26,worst experience ever app keeps crashing,False,-1.0
855bfca3-bc7a-4ad7-8d42-79fe0a086f56,Worst experience ever. App keeps crashing.,5,2025-05-10,worst experience ever app keeps crashing,False,-1.0
80609797-3c19-40e2-b405-22f3bbe7ec21,This is a scam. Took my money and didn’t work.,2,2025-05-15,this is a scam took my money and didn’t work,True,0.0
33fefee3-40b5-40fb-bd16-d9d0553e3924,Very buggy. Deleted my files!,5,2025-04-16,very buggy deleted my files,False,0.2
4eee8e80-1fa9-41f9-a84f-68b12c5b9264,This is a scam. Took my money and didn’t work.,1,2025-04-17,this is a scam took my money and didn’t work,True,0.0
05d1059e-cd42-4ec1-80fa-7a467bc92167,This is a scam. Took my money and didn’t work.,3,2025-05-12,this is a scam took my money and didn’t work,True,0.0
063f6c75-608f-4a15-b520-6240eaf999e8,They stole my data. Don’t download this!,2,2025-04-29,they stole my data don’t download this,True,0.0
cae3d5ee-85dd-4b25-9158-9a5340f9aae1,I love it! Super easy to use.,3,2025-05-02,i love it super easy to use,False,0.4222222222222222
1247501a-d329-4818-b412-5001eabdd9ed,Very buggy. Deleted my files!,5,2025-04-26,very buggy deleted my files,False,0.2
f809f818-e106-4518-80a7-ce0dc8dbcf4b,Customer service is terrible. Avoid this.,4,2025-04-23,customer service is terrible avoid this,True,-1.0
aa5b904b-71fd-4da4-9bdd-5ea4f2481d23,Worst experience ever. App keeps crashing.,3,2025-04-19,worst experience ever app keeps crashing,False,-1.0
94d58a73-014c-4a1d-8116-211149c9f4a4,Customer service is terrible. Avoid this.,4,2025-04-16,customer service is terrible avoid this,True,-1.0
46362f56-ad8f-4d57-86df-b3a894e9d9f7,This app is amazing!,5,2025-05-10,this app is amazing,False,0.6000000000000001
4c5dcde4-f787-45c3-9db3-d3b208b1a90b,Good UX. Recommended.,1,2025-05-15,good ux recommended,False,0.7
b0331f33-d77d-4ad2-9e13-a68415700c9f,They stole my data. Don’t download this!,3,2025-05-03,they stole my data don’t download this,True,0.0
d9869cdc-7bc8-49ee-93e4-6222d25b2056,This is a scam. Took my money and didn’t work.,3,2025-05-02,this is a scam took my money and didn’t work,True,0.0
8e214aa1-c120-4df2-bfdf-7733ab27929b,They stole my data. Don’t download this!,5,2025-05-09,they stole my data don’t download this,True,0.0
b62a5f12-d479-4624-be72-e3961e5b0f8f,"Works fine, but lags sometimes.",5,2025-05-06,works fine but lags sometimes,False,0.4166666666666667
3215001e-5edb-4c58-a470-02365efcbc3d,Good UX. Recommended.,2,2025-04-21,good ux recommended,False,0.7
92619a98-7c59-46d1-9381-ba10db32623d,Very buggy. Deleted my files!,3,2025-05-02,very buggy deleted my files,False,0.2
f575b5e4-5ac8-4230-99b7-a27e44a78334,Worst experience ever. App keeps crashing.,4,2025-05-13,worst experience ever app keeps crashing,False,-1.0
14d53eed-f045-4780-8b15-29d558d32d2c,They stole my data. Don’t download this!,2,2025-04-23,they stole my data don’t download this,True,0.0
e0b50fa4-d2ce-4efb-9d02-5ec386845674,"Works fine, but lags sometimes.",1,2025-04-23,works fine but lags sometimes,False,0.4166666666666667
f7eb9329-2e9e-4066-b961-1e9da5b7d24e,Worst experience ever. App keeps crashing.,1,2025-05-02,worst experience ever app keeps crashing,False,-1.0
dab02155-b736-4ba4-b2fa-b99f846fa3a2,Worst experience ever. App keeps crashing.,5,2025-04-28,worst experience ever app keeps crashing,False,-1.0
736fc289-50ff-469a-89f9-375f41e735b0,Worst experience ever. App keeps crashing.,5,2025-04-26,worst experience ever app keeps crashing,False,-1.0
87caaa45-ea35-4ad1-a150-0efb2edde301,Good UX. Recommended.,2,2025-04-19,good ux recommended,False,0.7
abf29b31-aa4f-471b-b8fa-049fca790f18,This is a scam. Took my money and didn’t work.,1,2025-04-25,this is a scam took my money and didn’t work,True,0.0
3335fb4a-a61a-4a4d-a7ec-f960d5fb1a97,Worst experience ever. App keeps crashing.,2,2025-04-27,worst experience ever app keeps crashing,False,-1.0
34547260-3575-4075-a709-9ea175b3bdf3,Very buggy. Deleted my files!,4,2025-04-30,very buggy deleted my files,False,0.2
4d235009-7ac9-4896-8739-bd8b674dcc5f,App is decent. Could use some improvements.,2,2025-04-28,app is decent could use some improvements,False,0.16666666666666666
4846f791-e1bb-4e23-aefe-3415882044e8,App is decent. Could use some improvements.,5,2025-04-21,app is decent could use some improvements,False,0.16666666666666666
5bf8ecb8-62ce-47ce-8dbe-d3f517ae5739,Very buggy. Deleted my files!,3,2025-04-21,very buggy deleted my files,False,0.2
92330032-b36e-412d-ab82-b3fb7c9e795a,This app is amazing!,1,2025-05-02,this app is amazing,False,0.6000000000000001
7be0461d-99a3-4960-a22f-cc69fc4b6ba3,Worst experience ever. App keeps crashing.,2,2025-05-08,worst experience ever app keeps crashing,False,-1.0
c929a095-5657-4b5c-9ea0-1ad1b4373f1f,This is a scam. Took my money and didn’t work.,3,2025-05-10,this is a scam took my money and didn’t work,True,0.0
9a0b17ab-01a3-4463-b86e-dbcad436a704,Good UX. Recommended.,5,2025-05-08,good ux recommended,False,0.7
574b38b4-da23-4f54-9ef7-2b84cc39428a,They stole my data. Don’t download this!,3,2025-05-07,they stole my data don’t download this,True,0.0
04de04ca-4dfc-43ff-b633-9dc0a398dff1,This app is amazing!,2,2025-05-12,this app is amazing,False,0.6000000000000001
b8fe2ab1-fd20-42cf-8f28-1790ecac5710,Good UX. Recommended.,5,2025-05-10,good ux recommended,False,0.7
abc6a4af-c082-4f41-8976-e5cee49bc596,Good UX. Recommended.,2,2025-04-19,good ux recommended,False,0.7
17076834-a707-4491-86a4-219d754d1ccf,This app is amazing!,2,2025-04-19,this app is amazing,False,0.6000000000000001
59cde9fd-bc51-461a-b823-d6c764730b16,App is decent. Could use some improvements.,4,2025-05-06,app is decent could use some improvements,False,0.16666666666666666
7497a9b7-f263-4eb0-ba8a-8b920dfd0afc,"Works fine, but lags sometimes.",1,2025-04-28,works fine but lags sometimes,False,0.4166666666666667
a037884f-55e0-43c7-9d6a-6acdee69d590,This app is amazing!,1,2025-04-22,this app is amazing,False,0.6000000000000001
268c18a5-3332-4d1a-9489-7b65771ca7b5,"Works fine, but lags sometimes.",2,2025-05-10,works fine but lags sometimes,False,0.4166666666666667
3a796586-340b-46e4-a224-f48fd7274c4d,Very buggy. Deleted my files!,1,2025-05-11,very buggy deleted my files,False,0.2
481ce1f0-a55b-4ed1-afe9-8912ad9c7ceb,This app is amazing!,3,2025-05-05,this app is amazing,False,0.6000000000000001
282bdb50-e50b-404d-bd2b-5d1430f9c674,Good UX. Recommended.,3,2025-04-18,good ux recommended,False,0.7
327a9f14-d114-4961-806c-ac3d2c709066,Very buggy. Deleted my files!,3,2025-05-08,very buggy deleted my files,False,0.2
22d796ff-91d7-4ec0-b91b-b15fe2a4ef95,Customer service is terrible. Avoid this.,5,2025-05-07,customer service is terrible avoid this,True,-1.0
e9950bfa-9e1f-4386-bf25-7e307771d952,"Works fine, but lags sometimes.",1,2025-05-11,works fine but lags sometimes,False,0.4166666666666667
ec98eaab-2385-4151-9b31-95f89e2ab003,They stole my data. Don’t download this!,1,2025-04-22,they stole my data don’t download this,True,0.0
3eb374d5-d05e-436d-a446-5ebbbe2b98ea,"Works fine, but lags sometimes.",2,2025-04-19,works fine but lags sometimes,False,0.4166666666666667
aba93f03-3a87-4926-97e0-e74fa7acd9b5,This app is amazing!,1,2025-05-06,this app is amazing,False,0.6000000000000001
1d0f304f-798d-4fe3-be4f-d26b51204683,"Works fine, but lags sometimes.",4,2025-05-09,works fine but lags sometimes,False,0.4166666666666667
519a23b8-b616-4a6d-b16a-0edab39da3e1,This is a scam. Took my money and didn’t work.,5,2025-05-10,this is a scam took my money and didn’t work,True,0.0
aeb4a137-ae0d-40ee-92db-f798b30d80a4,Good UX. Recommended.,3,2025-05-15,good ux recommended,False,0.7
558c2959-90da-4e85-95af-c68959e19ea4,App is decent. Could use some improvements.,2,2025-04-22,app is decent could use some improvements,False,0.16666666666666666
46a45fab-8489-4432-8c30-80f3cb005338,Good UX. Recommended.,1,2025-04-30,good ux recommended,False,0.7
acc7943a-db99-48cf-ab48-60d05993c0d5,I love it! Super easy to use.,2,2025-04-18,i love it super easy to use,False,0.4222222222222222
